telep,maztaz,OGY26nevj,OGY26megj,OGY26erv,OGY26ervL,OGY26TiszaE,OGY26FideszE,OGY26MiHazankE,OGY26TiszaL,OGY26FideszL,OGY26MiHazankL,EP24Nevj,EP24Megj,EP24Erv,EP24Fidesz,EP24Tisza,EP24Bal,EP24MiHaz,EP24Momo,EP24MKKP,OGY26Reszv,OGY26TiszaEF,OGY26FideszEF,OGY26MiHazankEF,OGY26TiszaLF,OGY26FideszLF,OGY26MiHazankLF,EP24Reszv,EP24FideszF,EP24TiszaF,EP24BalF,EP24MiHazF,EP24MomoF,EP24MKKPF,kat,FideszKul,atfordult,kul,
Romonya,2227,433,369,366,364,209,122,21,197,115,20,456,336,330,133,87,15,35,13,26,85.2,57.1,33.3,5.7,54.1,31.6,5.5,73.7,40.3,26.4,4.5,10.6,3.9,7.9,8,-7.0,1,23.8,0
Rózsafa,2228,253,185,183,184,98,72,5,100,72,6,255,171,166,87,27,18,20,0,5,73.1,53.6,39.3,2.7,54.3,39.1,3.3,67.1,52.4,16.3,10.8,12.0,0.0,3.0,8,-13.1,1,14.2,0
Sámod,2229,151,114,113,110,30,78,1,30,76,0,156,120,114,87,7,12,1,0,1,75.5,26.5,69.0,0.9,27.3,69.1,0.0,76.9,76.3,6.1,10.5,0.9,0.0,0.9,8,-7.3,0,-42.5,0
Sárok,2230,78,62,62,62,26,28,7,21,19,2,80,68,63,37,14,4,4,0,2,79.5,41.9,45.2,11.3,33.9,30.6,3.2,85.0,58.7,22.2,6.3,6.3,0.0,3.2,8,-13.6,0,-3.2,0
Sásd,2231,2327,1733,1717,1715,876,724,78,867,683,94,2417,1288,1253,675,309,107,62,26,30,74.5,51.0,42.2,4.5,50.6,39.8,5.5,53.3,53.9,24.7,8.5,4.9,2.1,2.4,6,-11.7,1,8.9,0
Sátorhely,2232,487,382,382,380,165,179,36,164,177,36,508,308,305,164,53,14,43,1,7,78.4,43.2,46.9,9.4,43.2,46.6,9.5,60.6,53.8,17.4,4.6,14.1,0.3,2.3,8,-6.9,0,-3.7,0
Sellye,2233,2016,1522,1512,1512,789,613,65,788,595,65,2145,1285,1259,585,309,156,87,30,43,75.5,52.2,40.5,4.3,52.1,39.4,4.3,59.9,46.5,24.5,12.4,6.9,2.4,3.4,6,-5.9,1,11.6,0
Siklós,2234,7166,5425,5396,5388,3071,1996,236,3048,1950,260,7473,3833,3758,1791,1162,317,200,65,102,75.7,56.9,37.0,4.4,56.6,36.2,4.8,51.3,47.7,30.9,8.4,5.3,1.7,2.7,5,-10.7,1,19.9,0
Siklósbodony,2235,110,82,80,80,32,48,0,32,48,0,105,84,76,66,2,2,1,0,0,74.5,40.0,60.0,0.0,40.0,60.0,0.0,80.0,86.8,2.6,2.6,1.3,0.0,0.0,8,-26.8,0,-20.0,0
Siklósnagyfalu,2236,286,166,164,163,46,118,0,43,109,0,282,220,212,184,9,6,2,3,0,58.0,28.0,72.0,0.0,26.4,66.9,0.0,78.0,86.8,4.2,2.8,0.9,1.4,0.0,8,-14.8,0,-43.9,0
Somberek,2237,1081,860,848,846,336,443,55,311,373,61,1170,715,700,403,159,32,54,16,12,79.6,39.6,52.2,6.5,36.8,44.1,7.2,61.1,57.6,22.7,4.6,7.7,2.3,1.7,7,-5.3,0,-12.6,0
Somogyapáti,2238,337,224,224,219,104,98,16,98,97,15,358,213,207,100,44,25,15,2,7,66.5,46.4,43.8,7.1,44.7,44.3,6.8,59.5,48.3,21.3,12.1,7.2,1.0,3.4,8,-4.6,1,2.7,0
Somogyhatvan,2239,226,169,169,165,83,78,5,78,72,3,238,188,178,102,42,14,6,4,4,74.8,49.1,46.2,3.0,47.3,43.6,1.8,79.0,57.3,23.6,7.9,3.4,2.2,2.2,8,-11.1,1,3.0,0
Somogyhárságy,2240,277,219,218,216,88,110,15,82,103,10,293,222,212,122,34,23,16,3,7,79.1,40.4,50.5,6.9,38.0,47.7,4.6,75.8,57.5,16.0,10.8,7.5,1.4,3.3,8,-7.1,0,-10.1,0
Somogyviszló,2241,159,120,119,120,44,66,7,43,65,8,165,120,112,70,15,5,8,1,2,75.5,37.0,55.5,5.9,35.8,54.2,6.7,72.7,62.5,13.4,4.5,7.1,0.9,1.8,8,-7.0,0,-18.5,0
Sósvertike,2242,106,79,78,77,25,52,1,25,46,0,117,101,89,65,6,7,4,1,1,74.5,32.1,66.7,1.3,32.5,59.7,0.0,86.3,73.0,6.7,7.9,4.5,1.1,1.1,8,-6.4,0,-34.6,0
Sumony,2243,285,210,210,205,53,152,1,50,144,3,317,229,223,187,21,4,3,1,3,73.7,25.2,72.4,0.5,24.4,70.2,1.5,72.2,83.9,9.4,1.8,1.3,0.4,1.3,8,-11.5,0,-47.1,0
Szabadszentkirály,2244,634,478,472,465,224,210,21,228,195,26,665,434,424,243,79,29,22,11,17,75.4,47.5,44.5,4.4,49.0,41.9,5.6,65.3,57.3,18.6,6.8,5.2,2.6,4.0,8,-12.8,1,3.0,0
Szajk,2245,633,512,508,508,220,252,32,201,204,31,645,427,418,255,76,17,34,13,12,80.9,43.3,49.6,6.3,39.6,40.2,6.1,66.2,61.0,18.2,4.1,8.1,3.1,2.9,8,-11.4,0,-6.3,0
Szalatnak,2246,217,149,147,143,76,64,6,67,51,3,227,130,125,67,26,15,6,1,6,68.7,51.7,43.5,4.1,46.9,35.7,2.1,57.3,53.6,20.8,12.0,4.8,0.8,4.8,8,-10.1,1,8.2,0
Szalánta,2247,951,748,746,741,388,301,42,381,276,43,950,583,575,293,147,45,33,15,26,78.7,52.0,40.3,5.6,51.4,37.2,5.8,61.4,51.0,25.6,7.8,5.7,2.6,4.5,7,-10.6,1,11.7,0
Szaporca,2248,171,123,121,122,53,57,7,53,57,6,181,107,106,72,18,7,2,3,2,71.9,43.8,47.1,5.8,43.4,46.7,4.9,59.1,67.9,17.0,6.6,1.9,2.8,1.9,8,-20.8,0,-3.3,0
Szava,2249,247,183,167,182,64,86,9,66,86,10,255,205,196,131,18,14,14,1,9,74.1,38.3,51.5,5.4,36.3,47.3,5.5,80.4,66.8,9.2,7.1,7.1,0.5,4.6,8,-15.3,0,-13.2,0
Szágy,2250,91,70,70,70,25,41,1,28,42,0,97,86,86,69,3,0,6,2,0,76.9,35.7,58.6,1.4,40.0,60.0,0.0,88.7,80.2,3.5,0.0,7.0,2.3,0.0,8,-21.7,0,-22.9,0
Szárász,2251,32,20,20,20,10,8,2,10,8,2,33,22,22,8,4,4,1,1,0,62.5,50.0,40.0,10.0,50.0,40.0,10.0,66.7,36.4,18.2,18.2,4.5,4.5,0.0,8,3.6,1,10.0,0
Szászvár,2252,1830,1364,1354,1351,823,429,78,794,387,83,1890,1032,1014,391,306,122,92,33,29,74.5,60.8,31.7,5.8,58.8,28.6,6.1,54.6,38.6,30.2,12.0,9.1,3.3,2.9,6,-6.9,1,29.1,0
