megye,telepules,nevjegyzeken,szavazo,ervenyes,MKKP,TISZA,Mi_Hazank,DK,FIDESZ_KDNP,reszvetel_pct,TISZA_pct,FIDESZ_KDNP_pct,Mi_Hazank_pct,DK_pct,MKKP_pct,gyoztes
Tolna,Szekszárd,23085,20751,20626,135,11789,1245,269,7036,89.8895,57.156,34.1123,6.0361,1.3042,0.6545,TISZA
Tolna,Szálka,484,401,398,5,222,26,5,119,82.8512,55.7789,29.8995,6.5327,1.2563,1.2563,TISZA
Tolna,Szárazd,153,118,115,1,26,5,2,69,77.1242,22.6087,60.0,4.3478,1.7391,0.8696,FIDESZ_KDNP
Tolna,Sárpilis,427,314,307,2,122,18,2,161,73.5363,39.7394,52.443,5.8632,0.6515,0.6515,FIDESZ_KDNP
Tolna,Sárszentlőrinc,773,577,576,4,160,30,2,380,74.6442,27.7778,65.9722,5.2083,0.3472,0.6944,FIDESZ_KDNP
Tolna,Tamási,5946,4645,4626,28,2376,299,53,1837,78.1197,51.3619,39.7103,6.4635,1.1457,0.6053,TISZA
Tolna,Tengelic,1669,1198,1186,8,510,88,2,578,71.7795,43.0017,48.7352,7.4199,0.1686,0.6745,FIDESZ_KDNP
Tolna,Tevel,997,711,705,6,332,52,6,291,71.3139,47.0922,41.2766,7.3759,0.8511,0.8511,TISZA
Tolna,Tolna,8555,6650,6621,26,3289,360,57,2833,77.7323,49.6753,42.7881,5.4372,0.8609,0.3927,TISZA
Tolna,Tolnanémedi,734,532,530,1,225,43,2,258,72.4796,42.4528,48.6792,8.1132,0.3774,0.1887,FIDESZ_KDNP
Tolna,Udvari,220,163,163,0,53,2,2,104,74.0909,32.5153,63.8037,1.227,1.227,0.0,FIDESZ_KDNP
Tolna,Varsád,255,194,193,0,76,11,0,92,76.0784,39.3782,47.6684,5.6995,0.0,0.0,FIDESZ_KDNP
Tolna,Váralja,601,452,451,1,151,27,3,254,75.208,33.4812,56.3193,5.9867,0.6652,0.2217,FIDESZ_KDNP
Tolna,Várdomb,883,722,716,6,379,44,12,259,81.7667,52.933,36.1732,6.1453,1.676,0.838,TISZA
Tolna,Várong,96,69,67,0,21,10,1,35,71.875,31.3433,52.2388,14.9254,1.4925,0.0,FIDESZ_KDNP
Tolna,Zomba,1547,1283,1278,4,557,80,5,616,82.9347,43.5837,48.2003,6.2598,0.3912,0.313,FIDESZ_KDNP
Tolna,Závod,184,144,144,0,57,15,0,67,78.2609,39.5833,46.5278,10.4167,0.0,0.0,FIDESZ_KDNP
Tolna,Értény,506,329,328,1,44,11,1,271,65.0198,13.4146,82.622,3.3537,0.3049,0.3049,FIDESZ_KDNP
Tolna,Újireg,190,148,148,1,77,6,0,64,77.8947,52.027,43.2432,4.0541,0.0,0.6757,TISZA
Tolna,Őcsény,1822,1392,1383,9,700,88,14,550,76.3996,50.6146,39.7686,6.363,1.0123,0.6508,TISZA
Vas,Acsád,495,404,396,4,138,28,5,221,81.6162,34.8485,55.8081,7.0707,1.2626,1.0101,FIDESZ_KDNP
Vas,Alsószölnök,274,230,228,3,88,9,1,109,83.9416,38.5965,47.807,3.9474,0.4386,1.3158,FIDESZ_KDNP
Vas,Alsóújlak,437,360,357,2,125,21,6,203,82.3799,35.014,56.8627,5.8824,1.6807,0.5602,FIDESZ_KDNP
Vas,Andrásfa,200,162,160,1,67,11,1,80,81.0,41.875,50.0,6.875,0.625,0.625,FIDESZ_KDNP
Vas,Apátistvánfalva,307,256,252,2,95,9,0,105,83.3876,37.6984,41.6667,3.5714,0.0,0.7937,FIDESZ_KDNP
Vas,Bajánsenye,373,326,323,4,83,27,6,203,87.3995,25.6966,62.8483,8.3591,1.8576,1.2384,FIDESZ_KDNP
Vas,Balogunyom,897,766,764,7,342,59,10,343,85.3958,44.7644,44.8953,7.7225,1.3089,0.9162,FIDESZ_KDNP
Vas,Bejcgyertyános,353,282,279,4,110,21,1,143,79.8867,39.4265,51.2545,7.5269,0.3584,1.4337,FIDESZ_KDNP
Vas,Boba,615,518,518,7,155,44,6,306,84.2276,29.9228,59.0734,8.4942,1.1583,1.3514,FIDESZ_KDNP
Vas,Borgáta,132,113,100,1,42,7,2,48,85.6061,42.0,48.0,7.0,2.0,1.0,FIDESZ_KDNP
Vas,Bozsok,294,263,263,0,115,15,3,130,89.4558,43.7262,49.4297,5.7034,1.1407,0.0,FIDESZ_KDNP
Vas,Bozzai,235,192,192,2,68,17,0,105,81.7021,35.4167,54.6875,8.8542,0.0,1.0417,FIDESZ_KDNP
Vas,Bucsu,469,406,399,5,132,22,2,237,86.5672,33.0827,59.3985,5.5138,0.5013,1.2531,FIDESZ_KDNP
Vas,Bérbaltavár,382,245,242,1,92,19,3,127,64.1361,38.0165,52.4793,7.8512,1.2397,0.4132,FIDESZ_KDNP
Vas,Bögöt,310,271,271,7,105,16,0,143,87.4194,38.7454,52.7675,5.9041,0.0,2.583,FIDESZ_KDNP
Vas,Bögöte,261,225,225,0,83,12,4,126,86.2069,36.8889,56.0,5.3333,1.7778,0.0,FIDESZ_KDNP
Vas,Bük,2652,2118,2109,11,990,119,21,966,79.8643,46.9417,45.8037,5.6425,0.9957,0.5216,TISZA
Vas,Bő,535,450,447,3,201,29,1,213,84.1121,44.9664,47.651,6.4877,0.2237,0.6711,FIDESZ_KDNP
Vas,Celldömölk,7802,6365,6347,37,2919,389,107,2895,81.5816,45.9902,45.6121,6.1289,1.6858,0.583,TISZA
Vas,Chernelházadamonya,162,137,136,0,60,7,0,69,84.5679,44.1176,50.7353,5.1471,0.0,0.0,FIDESZ_KDNP
Vas,Csehi,197,152,152,2,43,11,1,95,77.1574,28.2895,62.5,7.2368,0.6579,1.3158,FIDESZ_KDNP
Vas,Csehimindszent,257,184,183,0,72,6,2,103,71.5953,39.3443,56.2842,3.2787,1.0929,0.0,FIDESZ_KDNP
Vas,Csempeszkopács,268,240,239,5,126,11,4,93,89.5522,52.7197,38.9121,4.6025,1.6736,2.0921,TISZA
Vas,Csepreg,2464,1999,1985,14,815,122,27,989,81.1282,41.0579,49.8237,6.1461,1.3602,0.7053,FIDESZ_KDNP
Vas,Csipkerek,288,229,226,1,108,6,0,111,79.5139,47.7876,49.115,2.6549,0.0,0.4425,FIDESZ_KDNP
Vas,Csákánydoroszló,1203,988,985,5,440,44,3,493,82.128,44.6701,50.0508,4.467,0.3046,0.5076,FIDESZ_KDNP
Vas,Csánig,297,257,256,4,84,22,0,146,86.532,32.8125,57.0312,8.5938,0.0,1.5625,FIDESZ_KDNP
Vas,Csénye,562,482,477,5,216,32,2,222,85.7651,45.283,46.5409,6.7086,0.4193,1.0482,FIDESZ_KDNP
Vas,Csönge,274,200,200,0,59,9,0,132,72.9927,29.5,66.0,4.5,0.0,0.0,FIDESZ_KDNP
Vas,Csörötnek,643,442,439,2,154,29,3,250,68.7403,35.0797,56.9476,6.6059,0.6834,0.4556,FIDESZ_KDNP
Vas,Cák,225,190,190,3,81,13,0,93,84.4444,42.6316,48.9474,6.8421,0.0,1.5789,FIDESZ_KDNP
Vas,Daraboshegy,81,77,72,0,37,7,0,28,95.0617,51.3889,38.8889,9.7222,0.0,0.0,TISZA
Vas,Dozmat,251,239,237,0,126,13,0,98,95.2191,53.1646,41.3502,5.4852,0.0,0.0,TISZA
Vas,Duka,192,146,144,1,52,9,5,77,76.0417,36.1111,53.4722,6.25,3.4722,0.6944,FIDESZ_KDNP
Vas,Döbörhegy,124,98,98,0,31,5,0,62,79.0323,31.6327,63.2653,5.102,0.0,0.0,FIDESZ_KDNP
Vas,Döröske,94,77,76,1,33,4,0,38,81.9149,43.4211,50.0,5.2632,0.0,1.3158,FIDESZ_KDNP
Vas,Egervölgy,282,203,200,1,70,16,1,112,71.9858,35.0,56.0,8.0,0.5,0.5,FIDESZ_KDNP
Vas,Egyházashetye,232,195,194,1,56,12,0,125,84.0517,28.866,64.433,6.1856,0.0,0.5155,FIDESZ_KDNP
Vas,Egyházashollós,438,357,357,1,106,30,1,218,81.5068,29.6919,61.0644,8.4034,0.2801,0.2801,FIDESZ_KDNP
Vas,Egyházasrádóc,1045,908,898,6,363,65,5,458,86.89,40.4232,51.0022,7.2383,0.5568,0.6682,FIDESZ_KDNP
Vas,Felsőcsatár,394,340,339,4,151,19,1,137,86.2944,44.5428,40.413,5.6047,0.295,1.1799,TISZA
Vas,Felsőjánosfa,148,136,136,1,48,11,0,76,91.8919,35.2941,55.8824,8.0882,0.0,0.7353,FIDESZ_KDNP
Vas,Felsőmarác,204,184,184,0,65,15,5,99,90.1961,35.3261,53.8043,8.1522,2.7174,0.0,FIDESZ_KDNP
Vas,Felsőszölnök,439,349,344,2,104,19,2,173,79.4989,30.2326,50.2907,5.5233,0.5814,0.5814,FIDESZ_KDNP
Vas,Gasztony,353,292,292,0,95,21,3,173,82.7195,32.5342,59.2466,7.1918,1.0274,0.0,FIDESZ_KDNP
Vas,Gencsapáti,2099,1879,1868,8,996,124,17,721,89.5188,53.3191,38.5974,6.6381,0.9101,0.4283,TISZA
Vas,Gersekarát,543,442,440,5,181,35,2,217,81.3996,41.1364,49.3182,7.9545,0.4545,1.1364,FIDESZ_KDNP
Vas,Gyanógeregye,132,109,109,1,38,6,1,63,82.5758,34.8624,57.7982,5.5046,0.9174,0.9174,FIDESZ_KDNP
Vas,Gyöngyösfalu,894,764,761,9,380,45,8,319,85.4586,49.9343,41.9185,5.9133,1.0512,1.1827,TISZA
Vas,Győrvár,493,400,398,1,160,33,1,203,81.1359,40.201,51.005,8.2915,0.2513,0.2513,FIDESZ_KDNP
Vas,Gérce,856,633,632,3,257,52,7,313,73.9486,40.6646,49.5253,8.2278,1.1076,0.4747,FIDESZ_KDNP
Vas,Gór,251,215,214,5,84,18,1,105,85.6574,39.2523,49.0654,8.4112,0.4673,2.3364,FIDESZ_KDNP
Vas,Halastó,59,56,55,1,17,3,0,34,94.9153,30.9091,61.8182,5.4545,0.0,1.8182,FIDESZ_KDNP
Vas,Halogy,190,164,163,0,48,14,0,101,86.3158,29.4479,61.9632,8.589,0.0,0.0,FIDESZ_KDNP
Vas,Harasztifalu,148,125,122,1,58,6,2,55,84.4595,47.541,45.082,4.918,1.6393,0.8197,TISZA
Vas,Hegyfalu,575,424,416,2,186,24,9,194,73.7391,44.7115,46.6346,5.7692,2.1635,0.4808,FIDESZ_KDNP
Vas,Hegyháthodász,120,100,100,0,33,8,4,55,83.3333,33.0,55.0,8.0,4.0,0.0,FIDESZ_KDNP
Vas,Hegyhátszentjakab,221,189,189,2,80,15,1,91,85.5204,42.328,48.1481,7.9365,0.5291,1.0582,FIDESZ_KDNP
Vas,Hegyhátszentmárton,54,51,51,0,14,3,2,32,94.4444,27.451,62.7451,5.8824,3.9216,0.0,FIDESZ_KDNP
Vas,Hegyhátszentpéter,110,92,92,1,35,2,0,54,83.6364,38.0435,58.6957,2.1739,0.0,1.087,FIDESZ_KDNP
Vas,Hegyhátsál,106,85,84,2,25,3,0,54,80.1887,29.7619,64.2857,3.5714,0.0,2.381,FIDESZ_KDNP
Vas,Horvátlövő,139,133,133,0,45,20,0,68,95.6835,33.8346,51.1278,15.0376,0.0,0.0,FIDESZ_KDNP
Vas,Horvátzsidány,605,513,512,4,238,25,5,228,84.7934,46.4844,44.5312,4.8828,0.9766,0.7812,TISZA
Vas,Hosszúpereszteg,527,386,382,1,151,32,1,197,73.2448,39.5288,51.5707,8.377,0.2618,0.2618,FIDESZ_KDNP
Vas,Ikervár,1310,1081,1079,7,552,75,14,431,82.5191,51.1585,39.9444,6.9509,1.2975,0.6487,TISZA
Vas,Iklanberény,39,37,37,0,7,3,1,26,94.8718,18.9189,70.2703,8.1081,2.7027,0.0,FIDESZ_KDNP
Vas,Ispánk,78,71,71,3,25,8,0,35,91.0256,35.2113,49.2958,11.2676,0.0,4.2254,FIDESZ_KDNP
Vas,Ivánc,370,290,286,6,97,22,3,158,78.3784,33.9161,55.2448,7.6923,1.049,2.0979,FIDESZ_KDNP
Vas,Ják,2052,1713,1707,12,898,127,8,659,83.4795,52.6069,38.6057,7.44,0.4687,0.703,TISZA
Vas,Jákfa,402,329,326,1,166,20,2,137,81.8408,50.9202,42.0245,6.135,0.6135,0.3067,TISZA
Vas,Jánosháza,1842,1312,1307,12,638,67,17,573,71.2269,48.8141,43.8409,5.1262,1.3007,0.9181,TISZA
Vas,Karakó,156,126,125,0,53,12,1,59,80.7692,42.4,47.2,9.6,0.8,0.0,FIDESZ_KDNP
Vas,Katafa,269,234,233,0,73,27,0,133,86.9888,31.3305,57.0815,11.588,0.0,0.0,FIDESZ_KDNP
Vas,Keléd,69,61,61,0,29,0,0,32,88.4058,47.541,52.459,0.0,0.0,0.0,FIDESZ_KDNP
Vas,Kemeneskápolna,75,58,57,1,20,5,1,30,77.3333,35.0877,52.6316,8.7719,1.7544,1.7544,FIDESZ_KDNP
Vas,Kemenesmagasi,677,525,523,5,187,38,6,287,77.548,35.7553,54.8757,7.2658,1.1472,0.956,FIDESZ_KDNP
Vas,Kemenesmihályfa,397,313,312,2,127,21,3,159,78.8413,40.7051,50.9615,6.7308,0.9615,0.641,FIDESZ_KDNP
Vas,Kemenespálfa,318,241,241,1,82,21,4,133,75.7862,34.0249,55.1867,8.7137,1.6598,0.4149,FIDESZ_KDNP
Vas,Kemenesszentmárton,159,119,118,1,51,5,1,60,74.8428,43.2203,50.8475,4.2373,0.8475,0.8475,FIDESZ_KDNP
Vas,Kemenessömjén,402,352,350,4,144,20,5,177,87.5622,41.1429,50.5714,5.7143,1.4286,1.1429,FIDESZ_KDNP
Vas,Kemestaródfa,178,150,149,1,56,9,3,80,84.2697,37.5839,53.6913,6.0403,2.0134,0.6711,FIDESZ_KDNP
Vas,Kenyeri,656,549,547,0,189,39,4,315,83.689,34.5521,57.5868,7.1298,0.7313,0.0,FIDESZ_KDNP
Vas,Kenéz,210,170,167,2,55,9,2,99,80.9524,32.9341,59.2814,5.3892,1.1976,1.1976,FIDESZ_KDNP
Vas,Kercaszomor,172,144,143,1,55,19,5,63,83.7209,38.4615,44.0559,13.2867,3.4965,0.6993,FIDESZ_KDNP
Vas,Kerkáskápolna,58,45,45,0,9,3,1,32,77.5862,20.0,71.1111,6.6667,2.2222,0.0,FIDESZ_KDNP
Vas,Kisrákos,133,124,122,2,37,12,0,71,93.2331,30.3279,58.1967,9.8361,0.0,1.6393,FIDESZ_KDNP
Vas,Kissomlyó,183,153,153,1,79,18,2,53,83.6066,51.634,34.6405,11.7647,1.3072,0.6536,TISZA
Vas,Kisunyom,362,319,319,2,149,21,2,145,88.1215,46.7085,45.4545,6.5831,0.627,0.627,TISZA
Vas,Kiszsidány,75,67,67,0,31,1,1,22,89.3333,46.2687,32.8358,1.4925,1.4925,0.0,TISZA
Vas,Kondorfa,382,321,321,3,109,24,4,181,84.0314,33.9564,56.3863,7.4766,1.2461,0.9346,FIDESZ_KDNP
Vas,Káld,797,618,616,2,296,51,8,259,77.5408,48.0519,42.0455,8.2792,1.2987,0.3247,TISZA
Vas,Kám,361,299,299,2,127,18,0,152,82.8255,42.4749,50.8361,6.0201,0.0,0.6689,FIDESZ_KDNP
Vas,Kétvölgy,87,72,72,0,30,7,0,34,82.7586,41.6667,47.2222,9.7222,0.0,0.0,FIDESZ_KDNP
Vas,Köcsk,223,184,183,3,61,15,0,103,82.5112,33.3333,56.2842,8.1967,0.0,1.6393,FIDESZ_KDNP
Vas,Körmend,8278,8998,8961,65,4459,508,62,3860,108.6978,49.7601,43.0755,5.669,0.6919,0.7254,TISZA
Vas,Kőszeg,8716,7187,7159,47,3658,443,72,2911,82.4575,51.0965,40.6621,6.188,1.0057,0.6565,TISZA
Vas,Kőszegdoroszló,230,202,202,5,86,22,3,86,87.8261,42.5743,42.5743,10.8911,1.4851,2.4752,TISZA
Vas,Kőszegpaty,158,129,128,1,34,10,1,82,81.6456,26.5625,64.0625,7.8125,0.7812,0.7812,FIDESZ_KDNP
Vas,Kőszegszerdahely,448,380,379,2,184,25,3,164,84.8214,48.5488,43.2718,6.5963,0.7916,0.5277,TISZA
Vas,Lukácsháza,855,755,752,6,340,60,5,341,88.3041,45.2128,45.3457,7.9787,0.6649,0.7979,FIDESZ_KDNP
Vas,Lócs,84,71,71,1,25,8,0,37,84.5238,35.2113,52.1127,11.2676,0.0,1.4085,FIDESZ_KDNP
Vas,Magyarlak,611,522,521,3,200,31,4,283,85.4337,38.3877,54.3186,5.9501,0.7678,0.5758,FIDESZ_KDNP
Vas,Magyarnádalja,207,180,178,0,74,5,0,99,86.9565,41.573,55.618,2.809,0.0,0.0,FIDESZ_KDNP
Vas,Magyarszecsőd,331,284,284,1,81,25,0,177,85.8006,28.5211,62.3239,8.8028,0.0,0.3521,FIDESZ_KDNP
Vas,Magyarszombatfa,187,158,157,1,54,17,0,85,84.492,34.3949,54.1401,10.828,0.0,0.6369,FIDESZ_KDNP
Vas,Meggyeskovácsi,549,399,397,4,178,28,1,186,72.6776,44.8363,46.8514,7.0529,0.2519,1.0076,FIDESZ_KDNP
Vas,Megyehíd,258,227,227,1,120,18,2,86,87.9845,52.8634,37.8855,7.9295,0.8811,0.4405,TISZA
Vas,Mersevát,458,394,391,1,151,27,6,206,86.0262,38.6189,52.6854,6.9054,1.5345,0.2558,FIDESZ_KDNP
Vas,Mesterháza,124,106,104,1,39,11,5,48,85.4839,37.5,46.1538,10.5769,4.8077,0.9615,FIDESZ_KDNP
Vas,Mesteri,165,133,133,0,44,11,0,77,80.6061,33.0827,57.8947,8.2707,0.0,0.0,FIDESZ_KDNP
Vas,Meszlen,170,135,135,5,57,5,2,66,79.4118,42.2222,48.8889,3.7037,1.4815,3.7037,FIDESZ_KDNP
Vas,Mikosszéplak,240,159,157,0,47,6,1,102,66.25,29.9363,64.9682,3.8217,0.6369,0.0,FIDESZ_KDNP
Vas,Molnaszecsőd,332,270,268,1,98,20,1,148,81.3253,36.5672,55.2239,7.4627,0.3731,0.3731,FIDESZ_KDNP
Vas,Nagygeresd,196,170,169,1,73,3,3,89,86.7347,43.1953,52.6627,1.7751,1.7751,0.5917,FIDESZ_KDNP
Vas,Nagykölked,128,102,101,0,41,7,1,52,79.6875,40.5941,51.4851,6.9307,0.9901,0.0,FIDESZ_KDNP
Vas,Nagymizdó,97,91,91,0,16,21,0,54,93.8144,17.5824,59.3407,23.0769,0.0,0.0,FIDESZ_KDNP
Vas,Nagyrákos,190,160,159,0,71,14,1,73,84.2105,44.6541,45.9119,8.805,0.6289,0.0,FIDESZ_KDNP
Vas,Nagysimonyi,735,630,627,6,249,60,14,298,85.7143,39.7129,47.5279,9.5694,2.2329,0.9569,FIDESZ_KDNP
Vas,Nagytilaj,105,62,61,1,22,4,0,34,59.0476,36.0656,55.7377,6.5574,0.0,1.6393,FIDESZ_KDNP
Vas,Narda,366,312,312,2,98,17,0,190,85.2459,31.4103,60.8974,5.4487,0.0,0.641,FIDESZ_KDNP
Vas,Nemesbőd,504,440,440,2,261,24,1,152,87.3016,59.3182,34.5455,5.4545,0.2273,0.4545,TISZA
Vas,Nemescsó,253,232,226,1,98,14,0,113,91.6996,43.3628,50.0,6.1947,0.0,0.4425,FIDESZ_KDNP
Vas,Nemeskeresztúr,231,199,197,3,70,10,1,113,86.1472,35.533,57.3604,5.0761,0.5076,1.5228,FIDESZ_KDNP
Vas,Nemeskocs,251,216,215,2,90,13,1,109,86.0558,41.8605,50.6977,6.0465,0.4651,0.9302,FIDESZ_KDNP
Vas,Nemeskolta,292,238,237,3,113,11,4,106,81.5068,47.6793,44.7257,4.6414,1.6878,1.2658,TISZA
Vas,Nemesládony,116,101,101,1,35,12,0,53,87.069,34.6535,52.4752,11.8812,0.0,0.9901,FIDESZ_KDNP
Vas,Nemesmedves,23,19,18,0,6,1,0,11,82.6087,33.3333,61.1111,5.5556,0.0,0.0,FIDESZ_KDNP
Vas,Nemesrempehollós,214,160,159,0,56,9,4,90,74.7664,35.2201,56.6038,5.6604,2.5157,0.0,FIDESZ_KDNP
Vas,Nick,427,362,362,2,106,29,0,224,84.7775,29.2818,61.8785,8.011,0.0,0.5525,FIDESZ_KDNP
Vas,Nyőgér,271,240,238,0,107,14,0,117,88.5609,44.958,49.1597,5.8824,0.0,0.0,FIDESZ_KDNP
Vas,Nádasd,1073,903,899,4,313,72,4,506,84.1566,34.8165,56.2848,8.0089,0.4449,0.4449,FIDESZ_KDNP
Vas,Nárai,1109,964,961,3,506,50,3,399,86.9252,52.6535,41.5193,5.2029,0.3122,0.3122,TISZA
Vas,Olaszfa,305,219,218,4,52,11,1,150,71.8033,23.8532,68.8073,5.0459,0.4587,1.8349,FIDESZ_KDNP
Vas,Orfalu,59,53,52,0,24,10,0,13,89.8305,46.1538,25.0,19.2308,0.0,0.0,TISZA
Vas,Ostffyasszonyfa,598,485,483,0,218,33,4,228,81.1037,45.1346,47.205,6.8323,0.8282,0.0,FIDESZ_KDNP
Vas,Oszkó,483,370,369,0,166,22,1,180,76.6046,44.9864,48.7805,5.9621,0.271,0.0,FIDESZ_KDNP
Vas,Pankasz,338,270,270,1,87,23,2,156,79.8817,32.2222,57.7778,8.5185,0.7407,0.3704,FIDESZ_KDNP
Vas,Pecöl,610,504,503,1,213,33,8,248,82.623,42.3459,49.3042,6.5606,1.5905,0.1988,FIDESZ_KDNP
Vas,Perenye,515,452,450,7,179,26,4,234,87.767,39.7778,52.0,5.7778,0.8889,1.5556,FIDESZ_KDNP
Vas,Peresznye,343,298,297,3,99,26,0,169,86.8805,33.3333,56.9024,8.7542,0.0,1.0101,FIDESZ_KDNP
Vas,Petőmihályfa,162,138,138,0,47,10,2,79,85.1852,34.058,57.2464,7.2464,1.4493,0.0,FIDESZ_KDNP
Vas,Pinkamindszent,138,112,111,2,39,6,1,63,81.1594,35.1351,56.7568,5.4054,0.9009,1.8018,FIDESZ_KDNP
Vas,Pornóapáti,274,247,247,1,112,10,2,114,90.146,45.3441,46.1538,4.0486,0.8097,0.4049,FIDESZ_KDNP
Vas,Porpác,126,101,100,0,43,6,2,49,80.1587,43.0,49.0,6.0,2.0,0.0,FIDESZ_KDNP
Vas,Pusztacsó,120,110,110,2,32,4,0,72,91.6667,29.0909,65.4545,3.6364,0.0,1.8182,FIDESZ_KDNP
Vas,Pácsony,225,180,179,0,87,13,2,77,80.0,48.6034,43.0168,7.2626,1.1173,0.0,TISZA
Vas,Pápoc,220,184,184,1,40,13,0,128,83.6364,21.7391,69.5652,7.0652,0.0,0.5435,FIDESZ_KDNP
Vas,Pósfa,214,193,193,1,77,7,4,104,90.1869,39.8964,53.886,3.6269,2.0725,0.5181,FIDESZ_KDNP
Vas,Püspökmolnári,675,556,551,9,212,41,4,285,82.3704,38.4755,51.7241,7.441,0.726,1.6334,FIDESZ_KDNP
Vas,Rum,949,745,742,13,369,53,3,304,78.5037,49.7305,40.9704,7.1429,0.4043,1.752,TISZA
Vas,Rábagyarmat,582,506,503,0,172,17,1,313,86.9416,34.1948,62.2266,3.3797,0.1988,0.0,FIDESZ_KDNP
Vas,Rábahídvég,722,585,581,6,230,37,6,302,81.0249,39.5869,51.9793,6.3683,1.0327,1.0327,FIDESZ_KDNP
Vas,Rábapaty,1374,1120,1115,3,555,90,9,457,81.5138,49.7758,40.9865,8.0717,0.8072,0.2691,TISZA
Vas,Rábatöttös,173,147,145,0,52,8,0,85,84.9711,35.8621,58.6207,5.5172,0.0,0.0,FIDESZ_KDNP
Vas,Rádóckölked,241,202,202,2,83,19,4,94,83.8174,41.0891,46.5347,9.4059,1.9802,0.9901,FIDESZ_KDNP
Vas,Rátót,181,152,151,1,59,9,0,82,83.9779,39.0728,54.3046,5.9603,0.0,0.6623,FIDESZ_KDNP
Vas,Répcelak,2008,1727,1717,15,682,96,16,908,86.006,39.7204,52.8829,5.5911,0.9319,0.8736,FIDESZ_KDNP
Vas,Répceszentgyörgy,102,87,87,1,36,3,0,47,85.2941,41.3793,54.023,3.4483,0.0,1.1494,FIDESZ_KDNP
Vas,Rönök,306,252,251,0,74,17,0,155,82.3529,29.4821,61.753,6.7729,0.0,0.0,FIDESZ_KDNP
Vas,Sajtoskál,235,190,189,0,76,14,0,99,80.8511,40.2116,52.381,7.4074,0.0,0.0,FIDESZ_KDNP
Vas,Salköveskút,368,306,304,3,128,24,3,146,83.1522,42.1053,48.0263,7.8947,0.9868,0.9868,FIDESZ_KDNP
Vas,Simaság,408,337,336,1,134,18,2,181,82.598,39.881,53.869,5.3571,0.5952,0.2976,FIDESZ_KDNP
Vas,Sitke,564,481,480,3,206,43,1,227,85.2837,42.9167,47.2917,8.9583,0.2083,0.625,FIDESZ_KDNP
Vas,Sorkifalud,501,394,393,1,201,27,2,162,78.6427,51.145,41.2214,6.8702,0.5089,0.2545,TISZA
Vas,Sorkikápolna,198,164,163,1,67,14,1,80,82.8283,41.1043,49.0798,8.589,0.6135,0.6135,FIDESZ_KDNP
Vas,Sorokpolány,628,511,508,6,228,32,6,235,81.3694,44.8819,46.2598,6.2992,1.1811,1.1811,FIDESZ_KDNP
Vas,Szaknyér,44,41,41,0,24,4,0,13,93.1818,58.5366,31.7073,9.7561,0.0,0.0,TISZA
Vas,Szakonyfalu,286,247,243,3,96,9,2,130,86.3636,39.5062,53.4979,3.7037,0.823,1.2346,FIDESZ_KDNP
Vas,Szalafő,184,168,168,5,80,15,1,67,91.3043,47.619,39.881,8.9286,0.5952,2.9762,TISZA
Vas,Szarvaskend,178,160,159,0,46,11,0,102,89.8876,28.9308,64.1509,6.9182,0.0,0.0,FIDESZ_KDNP
Vas,Szatta,50,48,48,1,22,5,1,18,96.0,45.8333,37.5,10.4167,2.0833,2.0833,TISZA
Vas,Szeleste,524,443,442,3,192,29,3,215,84.542,43.4389,48.6425,6.5611,0.6787,0.6787,FIDESZ_KDNP
Vas,Szemenye,257,196,196,0,68,13,1,114,76.2646,34.6939,58.1633,6.6327,0.5102,0.0,FIDESZ_KDNP
Vas,Szentgotthárd,6035,4996,4965,41,2248,265,35,2308,82.7838,45.2769,46.4854,5.3374,0.7049,0.8258,FIDESZ_KDNP
Vas,Szentpéterfa,780,678,675,2,218,36,0,388,86.9231,32.2963,57.4815,5.3333,0.0,0.2963,FIDESZ_KDNP
Vas,Szergény,215,169,168,1,52,17,1,97,78.6047,30.9524,57.7381,10.119,0.5952,0.5952,FIDESZ_KDNP
Vas,Szombathely,57948,51099,50844,386,28733,2489,781,18301,88.1808,56.5121,35.9944,4.8954,1.5361,0.7592,TISZA
Vas,Szőce,247,193,192,0,55,19,2,116,78.1377,28.6458,60.4167,9.8958,1.0417,0.0,FIDESZ_KDNP
Vas,Sárfimizdó,65,55,55,0,7,4,2,42,84.6154,12.7273,76.3636,7.2727,3.6364,0.0,FIDESZ_KDNP
Vas,Sárvár,10669,11052,11011,77,6383,574,109,3863,103.5898,57.9693,35.0831,5.213,0.9899,0.6993,TISZA
Vas,Sé,1042,923,920,7,479,48,11,375,88.5797,52.0652,40.7609,5.2174,1.1957,0.7609,TISZA
Vas,Sótony,506,404,403,1,185,22,6,189,79.8419,45.9057,46.8983,5.4591,1.4888,0.2481,FIDESZ_KDNP
Vas,Söpte,628,563,561,5,291,43,7,215,89.6497,51.8717,38.3244,7.6649,1.2478,0.8913,TISZA
Vas,Tanakajd,627,541,540,9,258,35,4,232,86.2839,47.7778,42.963,6.4815,0.7407,1.6667,TISZA
Vas,Telekes,353,273,271,0,90,11,1,163,77.3371,33.2103,60.1476,4.059,0.369,0.0,FIDESZ_KDNP
Vas,Tokorcs,288,247,237,0,105,14,0,118,85.7639,44.3038,49.789,5.9072,0.0,0.0,FIDESZ_KDNP
Vas,Tompaládony,246,207,204,0,63,13,1,127,84.1463,30.8824,62.2549,6.3725,0.4902,0.0,FIDESZ_KDNP
